1535	0.0023472502
1531	0.0009752883
1530	0.0006484292
1488	0.0007732492
1481	0.0003178678
1049	0.0004971643
127	0.0010794812
71	0.0006754030
882	0.0006611228
1178	0.0001946345
1050	0.0001417447
798	0.0000687568
560	0.0004363410
1031	0.0005225514
898	0.0004892308
1408	0.0005860192
1387	0.0009403810
1364	0.0010567386
512	0.0009070604
1273	0.0007489199
463	0.0009990887
517	0.0008361881
458	0.0006732874
454	0.0011614605
451	0.0006949722
1250	0.0004902886
722	0.0001835277
1363	0.0006595361
634	0.0012503154
1109	0.0015634231
578	0.0009774039
978	0.0001253489
695	0.0001972790
1244	0.0011032817
728	0.0006754030
742	0.0004839419
29	0.0003786911
378	0.0012503154
325	0.0009271586
1233	0.0006595361
889	0.0008721531
540	0.0005643344
350	0.0004278786
1162	0.0004395144
58	0.0006727585
861	0.0011667494
684	0.0001613140
211	0.0007393997
153	0.0010514496
337	0.0006595361
101	0.0005606321
1438	0.0001808832
1345	0.0003860957
1216	0.0006642961
1214	0.0007706047
1190	0.0004691327
982	0.0002702670
825	0.0004844708
917	0.0003178678
571	0.0005796724
389	0.0002581023
495	0.0001671318
340	0.0011688650
311	0.0007489199
76	0.0008192633
1322	0.0008557573
1171	0.0007134837
1123	0.0007684891
966	0.0003903269
992	0.0005489963
236	0.0001718919
1259	0.0005214936
1172	0.0002163194
758	0.0013481615
706	0.0006886255
218	0.0002279551
14	0.0006553049
834	0.0002834894
285	0.0003786911
594	0.0002718537
234	0.0002194928
1354	0.0002824316
1203	0.0008467660
1135	0.0010302937
1068	0.0005024533
96	0.0001718919
486	0.0004839419
1396	0.0004299942
1381	0.0013603262
1278	0.0011276110
1048	0.0005712101
569	0.0005320716
160	0.0002533422
98	0.0002332441
8	0.0006018862
1000	0.0004939909
1061	0.0006151086
43	0.0001993946
686	0.0003829223
1458	0.0006098196
1446	0.0004691327
1375	0.0011799719
1185	0.0006362645
1180	0.0007891161
1168	0.0006902122
943	0.0009615369
586	0.0012164659
410	0.0006341489
391	0.0001549672
288	0.0001697763
193	0.0005796724
180	0.0001126553
119	0.0007425731
246	0.0013481615
999	0.0006955011
690	0.0013925890
430	0.0003829223
61	0.0003908558
447	0.0009604791
536	0.0006293889
1315	0.0008631619
1130	0.0015332759
1266	0.0008388326
415	0.0010287070
1356	0.0005183202
1292	0.0006098196
480	0.0001496782
189	0.0008388326
1153	0.0003765755
107	0.0002824316
1022	0.0011276110
438	0.0005489963
87	0.0009065315
508	0.0006812209
444	0.0004421589
1424	0.0006902122
1336	0.0003776333
953	0.0005225514
221	0.0009298030
39	0.0002914229
558	0.0001163576
1089	0.0003860957
12	0.0006473714
784	0.0006817498
417	0.0003400815
573	0.0003908558
260	0.0007245905
1084	0.0005468807
1144	0.0003337348
762	0.0007616134
734	0.0002665647
638	0.0014253807
1522	0.0008388326
875	0.0009403810
116	0.0003485439
1	0.0006219843
506	0.0007616134
136	0.0006256866
1471	0.0011239087
1440	0.0007917606
1197	0.0007404575
661	0.0005310138
144	0.0010826546
381	0.0012196393
1349	0.0004104250
906	0.0004395144
581	0.0009271586
308	0.0003956159
678	0.0003570063
177	0.0009319186
1517	0.0007690180
373	0.0009414388
1247	0.0015216401
773	0.0003596508
205	0.0007510355
22	0.0003744599
1309	0.0003749888
927	0.0009044159
301	0.0000782769
51	0.0007700758
1260	0.0009451411
456	0.0004701905
1436	0.0007891161
1033	0.0003120499
975	0.0010736634
874	0.0015332759
652	0.0007076658
493	0.0001486204
1390	0.0011646338
1320	0.0008700375
844	0.0005183202
796	0.0004802396
1026	0.0005019244
366	0.0003808067
1525	0.0009863952
1499	0.0007552666
1469	0.0007737781
775	0.0005225514
272	0.0006738163
746	0.0002194928
534	0.0003744599
1268	0.0007261772
919	0.0002623335
400	0.0010826546
20	0.0011323711
888	0.0003337348
744	0.0001353979
1372	0.0008827311
1011	0.0015745300
633	0.0010905881
151	0.0004141273
1161	0.0003437838
468	0.0013576817
1285	0.0003596508
700	0.0004421589
1019	0.0009752883
287	0.0007526221
475	0.0007568533
78	0.0014417765
1442	0.0008467660
1380	0.0010228891
990	0.0001676607
413	0.0009520168
294	0.0003792200
932	0.0002517555
764	0.0006812209
515	0.0008044542
349	0.0009186962
1242	0.0001401580
1208	0.0002903651
1414	0.0001470337
1383	0.0009927419
1107	0.0006595361
606	0.0004278786
138	0.0013100809
137	0.0006907411
1201	0.0006293889
724	0.0013576817
666	0.0006341489
432	0.0004791818
1074	0.0005537564
519	0.0007817115
1331	0.0010805390
1327	0.0005394762
1274	0.0006484292
1195	0.0006145797
860	0.0008827311
1063	0.0007473332
17	0.0004950487
856	0.0008404192
710	0.0011614605
708	0.0006907411
333	0.0008774421
110	0.0003808067
323	0.0006616517
1283	0.0008414770
756	0.0005008666
646	0.0004633148
588	0.0008192633
545	0.0001496782
112	0.0003802778
191	0.0009604791
187	0.0007774804
446	0.0014634613
262	0.0012355062
1220	0.0005320716
212	0.0013576817
1149	0.0012603644
1305	0.0004971643
542	0.0001274645
1288	0.0004654304
961	0.0004321098
1238	0.0002702670
1087	0.0012196393
810	0.0008557573
574	0.0005489963
170	0.0007351685
33	0.0001496782
977	0.0006595361
660	0.0004167718
566	0.0011424201
7	0.0007817115
227	0.0001401580
26	0.0002147327
806	0.0008372459
526	0.0006553049
264	0.0006018862
255	0.0014386031
359	0.0002602179
182	0.0005489963
1520	0.0008737398
1511	0.0006955011
1338	0.0004141273
1229	0.0005992417
815	0.0005394762
477	0.0009298030
232	0.0001353979
671	0.0010287070
108	0.0002115593
1001	0.0004585547
604	0.0010419295
717	0.0007510355
556	0.0001205888
1510	0.0009377365
1447	0.0002395909
1182	0.0001808832
225	0.0001629006
207	0.0009990887
330	0.0012164659
142	0.0013127253
167	0.0001232333
360	0.0003120499
48	0.0004363410
692	0.0001126553
663	0.0004141273
1508	0.0007663735
1501	0.0011180908
1174	0.0001279934
1076	0.0005066845
969	0.0003178678
854	0.0004670171
766	0.0013312368
510	0.0013312368
658	0.0004611992
449	0.0005796724
393	0.0006907411
549	0.0003252724
274	0.0001724208
1141	0.0011090995
877	0.0010588542
659	0.0009996176
1128	0.0009821640
682	0.0007351685
1485	0.0005992417
1155	0.0004834130
984	0.0006500159
375	0.0007425731
353	0.0002586312
946	0.0006098196
788	0.0008901357
303	0.0001253489
128	0.0008663353
1361	0.0006653539
250	0.0007616134
1313	0.0005828458
614	0.0006679984
501	0.0009779328
278	0.0003744599
490	0.0002194928
155	0.0010228891
1465	0.0005225514
1373	0.0011667494
1302	0.0002501689
130	0.0014237940
387	0.0006812209
53	0.0006325623
1397	0.0011090995
1294	0.0003263302
1112	0.0008404192
626	0.0011582871
941	0.0007404575
461	0.0007510355
1486	0.0005743835
1426	0.0001666029
1358	0.0004114828
583	0.0006754030
257	0.0006219843
951	0.0001993946
782	0.0003263302
1156	0.0001010196
809	0.0006203976
425	0.0005294271
85	0.0008636908
591	0.0008409481
1218	0.0004146562
832	0.0003935003
736	0.0001496782
781	0.0003469572
539	0.0006563627
828	0.0005468807
276	0.0011323711
532	0.0011323711
520	0.0006018862
102	0.0006679984
1193	0.0006838654
55	0.0007489199
1474	0.0004146562
1428	0.0002163194
1404	0.0005394762
1314	0.0007203594
1254	0.0009377365
1234	0.0001253489
711	0.0007695469
584	0.0007267061
988	0.0011032817
259	0.0008044542
424	0.0002956541
57	0.0005320716
872	0.0009821640
163	0.0002157905
1402	0.0006346778
1106	0.0002200217
1146	0.0006346778
395	0.0005987128
175	0.0002073281
89	0.0010287070
35	0.0001787676
1421	0.0004347543
347	0.0009049448
1476	0.0005320716
1454	0.0010403428
1333	0.0007066080
665	0.0010514496
434	0.0013925890
1184	0.0007917606
1329	0.0006886255
1318	0.0008372459
1207	0.0001993946
865	0.0008118587
904	0.0006013573
442	0.0014703370
930	0.0008467660
649	0.0006907411
689	0.0009319186
886	0.0008970114
648	0.0006256866
1116	0.0008827311
642	0.0014237940
1028	0.0005040400
1098	0.0002824316
198	0.0011614605
1059	0.0008631619
727	0.0014571146
939	0.0006145797
320	0.0006997323
913	0.0006172242
811	0.0006992034
465	0.0005817880
202	0.0006732874
1479	0.0004500924
1459	0.0008467660
1359	0.0005088001
1298	0.0001190021
1269	0.0009863952
1189	0.0002824316
1177	0.0006198687
819	0.0010805390
361	0.0007758937
249	0.0007235327
184	0.0003474861
1127	0.0009927419
776	0.0004654304
894	0.0008594596
858	0.0003088766
801	0.0005828458
307	0.0007700758
985	0.0005897215
830	0.0004844708
140	0.0007076658
412	0.0009118205
181	0.0003517173
954	0.0005352450
385	0.0007758937
1467	0.0007171860
1463	0.0001993946
971	0.0003686420
154	0.0006341489
847	0.0005088001
754	0.0008943669
1166	0.0005230803
479	0.0012772892
1101	0.0004437456
704	0.0006410246
1003	0.0005214936
326	0.0014914929
1462	0.0001697763
1378	0.0008732109
1165	0.0004347543
681	0.0005294271
1054	0.0000687568
619	0.0002824316
1029	0.0003596508
335	0.0008409481
698	0.0014703370
5	0.0008361881
621	0.0003443127
524	0.0006473714
1526	0.0009832218
1512	0.0004939909
1504	0.0005489963
1483	0.0003686420
1433	0.0006198687
1391	0.0010302937
1092	0.0004125406
936	0.0009171095
1277	0.0013629707
780	0.0006098196
598	0.0005987128
554	0.0002607468
552	0.0002242528
240	0.0004278786
1289	0.0003120499
890	0.0006346778
115	0.0007944051
74	0.0012164659
440	0.0003474861
230	0.0004839419
1394	0.0006611228
1311	0.0005029822
1282	0.0005019244
1072	0.0007256483
1044	0.0008901357
1350	0.0003845090
612	0.0003305614
602	0.0005500541
377	0.0010905881
299	0.0001993946
922	0.0001946345
841	0.0003887402
91	0.0009049448
1240	0.0006500159
1086	0.0004844708
867	0.0007684891
701	0.0008388326
467	0.0007393997
481	0.0001629006
474	0.0002279551
214	0.0004733639
817	0.0006886255
768	0.0009472567
673	0.0003400815
564	0.0003956159
731	0.0007568533
563	0.0007700758
657	0.0009795195
229	0.0003247435
503	0.0010297648
68	0.0008044542
1347	0.0003945581
761	0.0007235327
338	0.0002718537
315	0.0005796724
576	0.0006997323
222	0.0002665647
25	0.0005854903
1415	0.0000994329
738	0.0001449181
1036	0.0006098196
