1,1,1,1	0.0057158029
1,1,1,2	0.0059918878
1,1,2,1	0.0048129737
1,1,2,2	0.0045294842
1,1,3,1	0.0017030522
1,1,3,2	0.0015269291
1,1,4,1	0.0047050784
1,1,4,2	0.0047209454
1,2,1,1	0.0070856492
1,2,1,2	0.0074061616
1,2,2,1	0.0066551261
1,2,2,2	0.0059305356
1,2,3,1	0.0028401834
1,2,3,2	0.0028978333
1,2,4,1	0.0069994388
1,2,4,2	0.0070893515
1,3,1,1	0.0055936274
1,3,1,2	0.0057300831
1,3,2,1	0.0063859169
1,3,2,2	0.0059961189
1,3,3,1	0.0025276045
1,3,3,2	0.0025207288
1,3,4,1	0.0058876948
1,3,4,2	0.0061547884
1,4,1,1	0.0057845597
1,4,1,2	0.0061759443
1,4,2,1	0.0059046196
1,4,2,2	0.0067746571
1,4,3,1	0.0015613075
1,4,3,2	0.0016866564
1,4,4,1	0.0062166695
1,4,4,2	0.0075732934
2,1,1,1	0.0057158029
2,1,1,2	0.0059918878
2,1,2,1	0.0048129737
2,1,2,2	0.0045294842
2,1,3,1	0.0017030522
2,1,3,2	0.0015269291
2,1,4,1	0.0047050784
2,1,4,2	0.0047209454
2,2,1,1	0.0070856492
2,2,1,2	0.0074061616
2,2,2,1	0.0066551261
2,2,2,2	0.0059305356
2,2,3,1	0.0028401834
2,2,3,2	0.0028978333
2,2,4,1	0.0069994388
2,2,4,2	0.0070893515
2,3,1,1	0.0055936274
2,3,1,2	0.0057300831
2,3,2,1	0.0063859169
2,3,2,2	0.0059961189
2,3,3,1	0.0025276045
2,3,3,2	0.0025207288
2,3,4,1	0.0058876948
2,3,4,2	0.0061547884
2,4,1,1	0.0057845597
2,4,1,2	0.0061759443
2,4,2,1	0.0059046196
2,4,2,2	0.0067746571
2,4,3,1	0.0015613075
2,4,3,2	0.0016866564
2,4,4,1	0.0062166695
2,4,4,2	0.0075732934
3,1,1,1	0.0057158029
3,1,1,2	0.0059918878
3,1,2,1	0.0048129737
3,1,2,2	0.0045294842
3,1,3,1	0.0017030522
3,1,3,2	0.0015269291
3,1,4,1	0.0047050784
3,1,4,2	0.0047209454
3,2,1,1	0.0070856492
3,2,1,2	0.0074061616
3,2,2,1	0.0066551261
3,2,2,2	0.0059305356
3,2,3,1	0.0028401834
3,2,3,2	0.0028978333
3,2,4,1	0.0069994388
3,2,4,2	0.0070893515
3,3,1,1	0.0055936274
3,3,1,2	0.0057300831
3,3,2,1	0.0063859169
3,3,2,2	0.0059961189
3,3,3,1	0.0025276045
3,3,3,2	0.0025207288
3,3,4,1	0.0058876948
3,3,4,2	0.0061547884
3,4,1,1	0.0057845597
3,4,1,2	0.0061759443
3,4,2,1	0.0059046196
3,4,2,2	0.0067746571
3,4,3,1	0.0015613075
3,4,3,2	0.0016866564
3,4,4,1	0.0062166695
3,4,4,2	0.0075732934
4,1,1,1	0.0038440322
4,1,1,2	0.0042407058
4,1,2,1	0.0039836613
4,1,2,2	0.0042158476
4,1,3,1	0.0056766644
4,1,3,2	0.0051239658
4,1,4,1	0.0054143309
4,1,4,2	0.0053841837
4,2,1,1	0.0033130184
4,2,1,2	0.0030104886
4,2,2,1	0.0059691451
4,2,2,2	0.0069581848
4,2,3,1	0.0085771422
4,2,3,2	0.0088479381
4,2,4,1	0.0059083218
4,2,4,2	0.0068111511
4,3,1,1	0.0032627730
4,3,1,2	0.0031596379
4,3,2,1	0.0035912188
4,3,2,2	0.0041835848
4,3,3,1	0.0059575094
4,3,3,2	0.0051631043
4,3,4,1	0.0040624671
4,3,4,2	0.0043311474
4,4,1,1	0.0044083665
4,4,1,2	0.0042639773
4,4,2,1	0.0056602686
4,4,2,2	0.0068825523
4,4,3,1	0.0053762502
4,4,3,2	0.0055788183
4,4,4,1	0.0083359646
4,4,4,2	0.0087522075
5,1,1,1	0.0038440322
5,1,1,2	0.0042407058
5,1,2,1	0.0039836613
5,1,2,2	0.0042158476
5,1,3,1	0.0056766644
5,1,3,2	0.0051239658
5,1,4,1	0.0054143309
5,1,4,2	0.0053841837
5,2,1,1	0.0033130184
5,2,1,2	0.0030104886
5,2,2,1	0.0059691451
5,2,2,2	0.0069581848
5,2,3,1	0.0085771422
5,2,3,2	0.0088479381
5,2,4,1	0.0059083218
5,2,4,2	0.0068111511
5,3,1,1	0.0032627730
5,3,1,2	0.0031596379
5,3,2,1	0.0035912188
5,3,2,2	0.0041835848
5,3,3,1	0.0059575094
5,3,3,2	0.0051631043
5,3,4,1	0.0040624671
5,3,4,2	0.0043311474
5,4,1,1	0.0044083665
5,4,1,2	0.0042639773
5,4,2,1	0.0056602686
5,4,2,2	0.0068825523
5,4,3,1	0.0053762502
5,4,3,2	0.0055788183
5,4,4,1	0.0083359646
5,4,4,2	0.0087522075
6,1,1,1	0.0038440322
6,1,1,2	0.0042407058
6,1,2,1	0.0039836613
6,1,2,2	0.0042158476
6,1,3,1	0.0056766644
6,1,3,2	0.0051239658
6,1,4,1	0.0054143309
6,1,4,2	0.0053841837
6,2,1,1	0.0033130184
6,2,1,2	0.0030104886
6,2,2,1	0.0059691451
6,2,2,2	0.0069581848
6,2,3,1	0.0085771422
6,2,3,2	0.0088479381
6,2,4,1	0.0059083218
6,2,4,2	0.0068111511
6,3,1,1	0.0032627730
6,3,1,2	0.0031596379
6,3,2,1	0.0035912188
6,3,2,2	0.0041835848
6,3,3,1	0.0059575094
6,3,3,2	0.0051631043
6,3,4,1	0.0040624671
6,3,4,2	0.0043311474
6,4,1,1	0.0044083665
6,4,1,2	0.0042639773
6,4,2,1	0.0056602686
6,4,2,2	0.0068825523
6,4,3,1	0.0053762502
6,4,3,2	0.0055788183
6,4,4,1	0.0083359646
6,4,4,2	0.0087522075
